tree,n_missing_total,n_missing_1980_on,n_outliers_total
681011_raw,65,41,3
681012_raw,88,41,4
681021_raw,185,41,2
681022_raw,127,41,0
681031_raw,115,41,1
681032_raw,97,41,0
681051_raw,60,42,0
681052_raw,55,41,1
681061_raw,67,41,2
681062_raw,93,41,1
681071_raw,111,45,0
681072_raw,125,41,0
681081_raw,190,41,1
681082_raw,162,41,0
681091_raw,153,41,2
681092_raw,148,41,3
681111_raw,62,42,2
681112_raw,72,41,7
681121_raw,44,41,0
681122_raw,41,41,0
681131_raw,76,41,0
681132_raw,81,41,0
