tree,n_missing_total,n_missing_1980_on,n_outliers_total
681011_raw,65,41,0
681012_raw,88,41,1
681021_raw,185,41,1
681022_raw,127,41,3
681031_raw,115,41,4
681032_raw,97,41,0
681051_raw,60,42,6
681052_raw,55,41,0
681061_raw,67,41,7
681062_raw,93,41,4
681071_raw,111,45,2
681072_raw,125,41,1
681081_raw,190,41,2
681082_raw,162,41,0
681091_raw,153,41,0
681092_raw,148,41,0
681111_raw,62,42,14
681112_raw,72,41,2
681121_raw,44,41,3
681122_raw,41,41,6
681131_raw,76,41,2
681132_raw,81,41,0
