age_CE,TON01AR_raw,TON01BR_raw,TON02AR_raw,TON02BR_raw,TON03AR_raw,TON03BR_raw,TON04AR_raw,TON04BR_raw,TON05AR_raw,TON05BR_raw,TON06AR_raw,TON06BR_raw,TON07AR_raw,TON07BR_raw,TON08AR_raw,TON08BR_raw,TON09AR_raw,TON09BR_raw,TON10AR_raw,TON10BR_raw,TON11AR_raw,TON11BR_raw,TON12AR_raw,TON12BR_raw,TON13AR_raw,TON13BR_raw,TON14AR_raw,TON14BR_raw,TON15AR_raw,TON15BR_raw,TON16AR_raw,TON16BR_raw,TON17AR_raw,TON17BR_raw,TON18AR_raw,TON18BR_raw,TON19AR_raw,TON19BR_raw,TON20AR_raw,TON20BR_raw,TON01AR_raw_outlier_flag,TON01BR_raw_outlier_flag,TON02AR_raw_outlier_flag,TON02BR_raw_outlier_flag,TON03AR_raw_outlier_flag,TON03BR_raw_outlier_flag,TON04AR_raw_outlier_flag,TON04BR_raw_outlier_flag,TON05AR_raw_outlier_flag,TON05BR_raw_outlier_flag,TON06AR_raw_outlier_flag,TON06BR_raw_outlier_flag,TON07AR_raw_outlier_flag,TON07BR_raw_outlier_flag,TON08AR_raw_outlier_flag,TON08BR_raw_outlier_flag,TON09AR_raw_outlier_flag,TON09BR_raw_outlier_flag,TON10AR_raw_outlier_flag,TON10BR_raw_outlier_flag,TON11AR_raw_outlier_flag,TON11BR_raw_outlier_flag,TON12AR_raw_outlier_flag,TON12BR_raw_outlier_flag,TON13AR_raw_outlier_flag,TON13BR_raw_outlier_flag,TON14AR_raw_outlier_flag,TON14BR_raw_outlier_flag,TON15AR_raw_outlier_flag,TON15BR_raw_outlier_flag,TON16AR_raw_outlier_flag,TON16BR_raw_outlier_flag,TON17AR_raw_outlier_flag,TON17BR_raw_outlier_flag,TON18AR_raw_outlier_flag,TON18BR_raw_outlier_flag,TON19AR_raw_outlier_flag,TON19BR_raw_outlier_flag,TON20AR_raw_outlier_flag,TON20BR_raw_outlier_flag
1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.762,6.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.687,9.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.18,8.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.803,6.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.384,3.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.765,6.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.772,7.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.188,7.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA
1921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.609,8.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA
1922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.563,6.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA
1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.314,6.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.717,NA,NA,NA,1.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA
1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.123,1.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.112,NA,NA,NA,1.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA
1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,5.09,4.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.402,NA,NA,NA,1.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA
1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.688,NA,NA,NA,NA,NA,2.775,4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.936,NA,NA,NA,1.957,NA,3.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA
1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.718,NA,NA,NA,NA,NA,6.493,6.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.211,NA,NA,NA,2.27,NA,2.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA
1928,NA,NA,NA,NA,NA,2.061,NA,NA,NA,NA,2.798,2.43,NA,NA,NA,NA,5.133,6.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.381,NA,NA,2.646,2.267,NA,3.316,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA
1929,NA,NA,NA,NA,NA,1.842,NA,NA,NA,NA,2.396,1.843,NA,NA,NA,NA,3.566,4.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.743,NA,NA,2.05,2.18,NA,2.718,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA
1930,NA,NA,NA,NA,NA,2.002,NA,NA,NA,NA,2.604,1.65,NA,NA,NA,NA,3.598,4.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.34,3.496,NA,NA,2.467,2.088,NA,3.489,2.711,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA
1931,NA,NA,NA,NA,2.42,2.102,NA,NA,NA,NA,1.681,1.739,NA,NA,NA,NA,2.439,2.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.243,2.539,NA,NA,1.082,1.101,NA,2.016,2.17,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA
1932,NA,NA,NA,NA,3.55,2.636,NA,NA,NA,NA,2.191,2.243,NA,NA,NA,NA,4.473,4.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.825,4.051,NA,NA,1.493,1.297,NA,2.933,3.168,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA
1933,NA,NA,NA,NA,2.377,2.553,NA,NA,NA,NA,2.348,2.577,NA,NA,NA,NA,2.563,2.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.007,3.527,NA,NA,1.464,1.325,NA,2.624,3.02,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA
1934,NA,NA,NA,NA,2.171,2.246,NA,NA,NA,NA,2.359,2.59,NA,NA,NA,NA,2.292,2.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.654,4.399,NA,NA,1.344,1.188,NA,2.621,3.955,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA
1935,NA,NA,NA,NA,3.054,3.424,NA,NA,NA,NA,3.313,3.247,NA,NA,NA,NA,3.594,5.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.658,5.89,NA,NA,2.478,2.279,NA,3.545,4.505,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA
1936,NA,NA,NA,NA,3.677,2.952,NA,NA,NA,NA,3.725,4.51,NA,NA,NA,NA,3.9,5.382,NA,NA,NA,NA,3.308,3.123,NA,NA,NA,NA,NA,3.592,5.813,6.177,NA,NA,3.177,1.799,3.649,3.283,4.603,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1937,NA,NA,NA,NA,2.644,2.573,NA,NA,NA,NA,3.357,3.586,NA,NA,NA,NA,0.187,0.599,NA,NA,NA,NA,2.368,2.201,NA,NA,NA,NA,NA,3.489,4.549,4.608,NA,NA,2.58,1.83,4.382,3.262,4.797,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1938,NA,NA,NA,NA,3.124,2.799,NA,NA,NA,NA,3.578,4.159,NA,NA,NA,NA,2.538,3.543,NA,NA,NA,NA,2.602,2.563,NA,NA,NA,NA,NA,4.226,6.445,6.015,NA,NA,3.423,2.703,4.826,4.348,5.786,11.066,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1939,NA,NA,NA,NA,2.61,2.885,NA,NA,NA,1.723,2.806,3.524,NA,NA,NA,NA,2.147,3.17,NA,NA,NA,NA,2.265,1.964,NA,NA,NA,NA,NA,3.209,3.595,3.383,NA,NA,1.407,1.2,2.703,2.368,3.407,3.529,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1940,NA,NA,NA,NA,3.028,3.587,NA,NA,NA,2.043,3.209,4.06,NA,NA,NA,NA,2.364,3.565,NA,NA,NA,2.285,2.871,2.091,NA,NA,NA,NA,NA,2.589,5.209,3.58,NA,NA,2.485,2.331,5.418,3.474,3.33,4.493,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1941,NA,4.421,NA,NA,2.849,2.79,NA,NA,NA,2.283,4.287,4.018,NA,NA,NA,NA,5.478,4.661,NA,NA,NA,3.025,4.312,4.304,NA,NA,NA,NA,NA,4.007,6.605,4.258,NA,NA,2.324,2.644,5.13,4.382,3.839,5.228,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1942,NA,4.742,NA,NA,3.769,4.207,0.942,NA,NA,5.527,5.571,5.579,NA,NA,NA,NA,6.241,7.769,NA,NA,3.654,3.864,5.876,5.927,NA,NA,NA,NA,NA,4.193,8.58,7.33,NA,NA,2.226,2.289,3.402,4.731,8.552,4.553,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1943,NA,4.128,NA,NA,3.862,4.069,0.894,NA,NA,7.51,6.669,5.975,NA,NA,NA,NA,4.387,4.911,NA,NA,4.461,4.105,5.714,6.538,NA,NA,NA,NA,NA,4.32,6.46,8.002,NA,NA,2.496,1.912,2.874,4.335,10.539,5.655,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1944,NA,2.482,NA,NA,4.036,4.706,0.853,NA,NA,8.022,6.165,7.045,NA,NA,NA,NA,1.887,1.933,NA,NA,4.376,4.445,5.98,5.853,NA,NA,NA,NA,NA,3.349,4.201,6.547,NA,NA,2.663,2.727,3.324,3.518,9.92,8.692,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1945,NA,1.752,9.957,NA,5.399,5.314,0.776,NA,NA,8.041,6.15,7.028,NA,NA,NA,NA,2.02,2.418,NA,NA,3.582,4.515,5.93,5.997,NA,NA,NA,NA,NA,3.745,5.165,5.221,2.584,NA,2.716,2.868,5.552,3.897,9.974,7.044,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1946,NA,2.949,10.843,7.313,4.341,4.303,0.88,NA,NA,8.161,5.598,6.457,NA,NA,NA,NA,2.289,3.939,NA,NA,3.876,4.359,7.298,6.479,NA,NA,NA,NA,NA,3.942,7.504,6.479,2.235,1.836,2.222,2.4,4.914,3.497,8.032,7.584,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1947,NA,1.811,11.279,7.825,2.506,2.331,0.867,NA,NA,6.376,4.728,5.616,NA,NA,NA,NA,1.709,2.707,NA,NA,3.123,3.376,6.481,5.76,NA,NA,NA,NA,NA,4.117,6.149,4.896,1.692,1.401,1.376,1.347,3.836,2.454,5.621,5.876,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1948,NA,2.962,11.486,6.713,1.856,2.75,1.368,NA,NA,6.203,5.922,6.736,NA,NA,NA,NA,2.85,3.46,NA,NA,5.032,4.857,7.571,6.703,NA,NA,NA,NA,NA,5.83,6.041,5.144,2.675,2.793,2.325,2.26,6.476,3.444,7.032,7.897,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1949,NA,2.18,7.08,6.297,1.121,1.59,0.9,NA,NA,5.503,3.424,4.323,NA,NA,NA,NA,1.577,2.103,NA,NA,3.061,2.341,5.065,3.819,NA,NA,NA,NA,NA,2.574,3.999,2.956,1.227,1.835,1.673,1.649,4.273,3.499,3.849,4.775,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1950,NA,2.33,5.859,4.197,1.01,1.355,0.897,NA,NA,3.805,2.935,4.372,NA,NA,NA,NA,1.533,2.308,NA,NA,3.279,3.266,4.613,5.443,NA,NA,NA,NA,NA,4.027,4.516,2.737,2.022,1.73,1.648,1.443,3.701,5.351,3.795,3.443,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1951,NA,3.522,7.62,5.356,1.159,2.05,1.623,NA,NA,6.213,2.375,5.478,NA,NA,NA,NA,2.489,2.956,NA,NA,3.962,3.78,5.462,5.652,NA,NA,NA,NA,4.681,3.59,6.585,3.347,2.862,2.431,2.645,2.413,3.755,4.762,5.737,5.226,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1952,NA,3.66,7.346,6.02,2.307,2.679,1.501,NA,NA,7.362,2.921,4.791,NA,NA,NA,NA,2.743,4.66,NA,NA,4.702,3.803,5.283,5.186,NA,NA,NA,NA,6.562,3.952,6.162,3.509,2.638,2.853,3.783,2.483,4.993,6.211,6.445,5.101,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1953,4.111,4.95,6.646,5.926,2.973,2.994,1.025,NA,NA,5.42,3.016,5.261,NA,NA,NA,NA,1.787,2.912,NA,NA,3.966,4.094,5.041,4.279,NA,NA,NA,NA,5.733,3.693,4.236,2.815,1.984,2.423,3.072,2.452,3.945,4.78,5.822,5.832,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1954,4.513,4.051,6.541,7.253,3.607,2.702,1.441,NA,NA,5.431,3.452,4.137,NA,NA,NA,NA,1.444,2.67,NA,NA,3.082,3.193,5.239,4.548,NA,NA,NA,NA,4.531,2.866,5.142,1.96,1.964,2.289,2.861,2.04,4.124,4.698,3.892,6.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
